(179	0	0.000000)
(179	0	0.000000)
(179	0	0.000000)
(179	0	0.000000)
(179	0	0.000000)
(179	0	0.000000)
(179	0	0.000000)
(179	0	0.000000)
(179	0	0.000000)
(179	0	0.000000)
(179	0	0.000000)
(179	0	0.000000)
(179	0	0.000000)
(179	0	0.000000)
(179	0	0.000000)
(179	0	0.000000)
(179	0	0.000000)
(179	0	0.000000)
(179	0	0.000000)
(179	0	0.000000)
(179	0	0.000000)
(179	0	0.000000)
(179	0	0.000000)
(179	0	0.000000)
(179	0	0.000000)
(179	0	0.000000)
(179	0	0.000000)
(179	0	0.000000)
(179	0	0.000000)
(179	0	0.000000)
(179	0	0.000000)
(179	0	0.000000)
(179	0	0.000000)
(179	0	0.000000)
(179	0	0.000000)
(179	0	0.000000)
(179	0	0.000000)
(179	0	0.000000)
(179	0	0.000000)
(179	0	0.000000)
(179	0	0.000000)
(179	0	0.000000)
(179	0	0.000000)
(179	0	0.000000)
(179	0	0.000000)
(179	0	0.000000)
(179	0	0.000000)
(179	0	0.000000)
(179	0	0.000000)
(179	0	0.000000)
(179	0	0.000000)
(179	0	0.000000)
(179	0	0.000000)
(179	0	0.000000)
(179	0	0.000000)
(179	0	0.000000)
(179	0	0.000000)
(179	0	0.000000)
(179	0	0.000000)
(179	0	0.000000)
(179	0	0.000000)
(179	0	0.000000)
(179	0	0.000000)
(179	0	0.000000)
(179	0	0.000000)
(179	0	0.000000)
(179	0	0.000000)
(179	0	0.000000)
(179	0	0.000000)
(179	0	0.000000)
(179	0	0.000000)
(179	0	0.000000)
(179	0	0.000000)
(179	0	0.000000)
(179	0	0.000000)
(179	0	0.000000)
(179	0	0.000000)
(179	0	0.000000)
(179	0	0.000000)
(179	0	0.000000)
(179	0	0.000000)
(179	0	0.000000)
(179	0	0.000000)
(179	0	0.000000)
*** Error in `./main': double free or corruption (!prev): 0x0000000000ddcff0 ***
/var/spool/slurmd/job8495074/slurm_script: line 12:  3921 Segmentation fault      (core dumped) ./main
